authors,count
Frederick C. Beiser,1
Euripides/Paul Roche,1
James M. Kouzes,1
Alice Sebold/Aurora Echevarría,1
Colin      Wells,1
Ju-Yeon Rhim,1
Mark Fainaru-Wada/Lance Williams,1
Stephen Leigh,1
Mary Burton,1
David McCasland/Oswald Chambers,1
Gregg Olsen,1
Jim Keogh/John Shapley Gray,1
Mark Twain/Lee Nelson,1
Madeleine L'Engle/Giotto di Bondone,1
Madeleine L'Engle/Mary Chambers,1
Friedrich Nietzsche/Raymond Geuss/Ronald Speirs,1
Friedrich Nietzsche/Francis Golffing,1
Friedrich Nietzsche/Michael Tanner/Shaun Whiteside,1
Alastair Lamb,1
Marion Woodman/Elinor Dickson,1
Bill   Phillips,1
Donna Woolfolk Cross,1
Emmanuel Rhoides/Lawrence Durrell,1
Ashley Gardner,1
Philip Johnson/Toshio Nakamura,1
Euripides/Aeschylus/Edith Hamilton,1
Confucius/D.C. Lau,1
Deloris Jordan/Roslyn M. Jordan/Michael Jordan/Kadir Nelson,1
Laurence Olivier,1
Russell Banks/Pierre Furlan,1
Edith Wharton/Linda Wagner-Martin,1
Nella Larsen,1
Zora Neale Hurston/Ruby Dee,1
Zora Neale Hurston/Cheryl A. Wall,1
Isaac Bashevis Singer/Jacob Sloan/Ruth R. Wisse,1
Rachel Carson/Linda Lear/Edward O. Wilson,1
Paul Brooks/Rachel Carson,1
Rachel Carson/Bob Hines,1
Justine Korman Fontes/Geoff Waring,1
William Martin,1
Marianne Williams/Caroline Fitzgerald,1
Frank  Graham,1
Anthony  Lewis,1
Apollodorus/Robin Hard,1
Apollodorus/James George Frazer,1
Paul Krugman/Robin Wells,1
Commander X/Tim R. Swartz,1
Zak Smith/Steve Erickson,1
Anonymous/Thomas Cahill,1
Flann O'Brien/Denis Donoghue,1
Thucydides/Robert B. Strassler/Richard Crawley/Victor Davis Hanson,1
Apollodorus/Richard Wagner,1
Hesiod/M.L. West,1
Hesiod,1
Hesiod/Apostolos N. Athanassakis,1
Hesiod/Richmond Lattimore,1
Hesiod/R.M. Frazer/Mary Sue Roniger,1
Hesiod/Friedrich Solmsen/Reinholdo Merkelbach,1
Hesiod/Daryl Hine,1
Hermann Broch/Jean Starr Untermeyer,1
Scott Beatty/Robert Greenberger/Phil Jimenez/Daniel  Wallace,1
Tom DeFalco/Peter Sanderson/Michael Teitelbaum/Daniel  Wallace/Tom Brevoort/Andrew Darling,1
J. Ed Komoszewski/Daniel B. Wallace/M. James Sawyer,1
Indu Sundaresan,1
Indu Sundaresan/Alberto Coscarelli,1
Confucius/Henry Rosemont Jr./Roger T. Ames,1
Confucius/Edward Slingerland,1
Dave Pelzer,1
William S. Pollack/Mary Pipher,1
Jean Aitchison/Diana M. Lewis,1
Ernest Becker/Sam Keen/Daniel Goleman,1
Richard Hollis,1
Lisa Lowe,1
Jonathan Hale,1
Rolland Hein/Clyde S. Kilby,1
Bob Woodward/Alice Mayhew,1
Bob Woodward/Scott Armstrong,1
Muhammad Yunus/Alan Jolis,1
Jeff Hawkins/Sandra Blakeslee,1
Travis Bradberry/Jean Greaves/Patrick Lencioni,1
Karen Berman/Joe Knight/John  Case,1
Apollodorus/Selwyn Reginald Cudjoe/Leonard Baskin,1
Apollodorus/Hyginus/R. Scott Smith/Stephen M. Trzaskoma,1
Jean-Benoît Nadeau/Julie Barlow,1
William Westney,1
Michela Wrong,1
Philip Caputo,1
Margaret Feinberg/Norman Rockwell,1
Peter G. Bolt,1
George Eliot/Earl L. Dachslager/George Stade,1
Zecharia Sitchin,1
Esther Perel,1
Geoffrey Miller,1
David M. Buss,1
Tom Hunter/Tracy Chevalier/Colin Wiggins,1
Walter Benjamin/Hannah Arendt/Harry Zohn/Leon Wieseltier,1
Saul Steinberg/Joel Smith/Charles Simic,1
Philip Dutre,1
David Guterson,1
Janet Geringer Woititz/Robert J. Ackerman,1
Augustine of Hippo/Boniface Ramsey/Michael Fiedrowicz,1
Mary  Stewart/Sandra Brown,1
Michael Ende/Heike Schwarzbauer/Rick Takvorian/Regina Kehn/Regina Jehn,1
Michael Ende/J. Maxwell Brownjohn,1
Eugène Ionesco,1
Narise Konohara/Nanao Saikawa/Douglas W. Dlin,1
Stuart Russell/Peter Norvig,1
Wilma Davidson/Jack   Dougherty,1
John             Lewis/Michael D'Orso,1
Christopher Andersen/Christopher Andersen,1
Sharon Green,1
Amos Oz/Nicholas de Lange,1
Bernard Lewis,1
Peter Woit,1
Kathleen V. Kudlinski/S.D. Schindler,1
Johann Wolfgang von Goethe/Philip Wayne,1
Christopher Marlowe/H. Havelock Ellis,1
Eric P. Kelly/Janina Domanska,1
William H. Press/Saul A. Teukolsky/William T. Vetterling/Brian P. Flannery,1
William T. Vetterling/William H. Press/Saul A. Teukolsky,1
William T. Vetterling/Saul A. Teukolsky/William H. Press/Brian P. Flannery,1
Alexander Pushkin/James E. Falen,1
Alexander Pushkin/Charles Johnston/Michael Basker/John Bayley,1
Alexander Pushkin/Charles Johnston/John Bayley,1
Margaret Thaler Singer/Robert Jay Lifton,1
John Irving/Carlos Milla Soler,1
E.M. Forster/Benjamin DeMott/Regina Marler,1
Michelle Lovric/Lisa Pentreath,1
Paschal Beverly Randolph,1
Julia Glass,1
Robert X. Cringely,1
Michael T. Goodrich/Roberto Tamassia,1
Frank M. Carrano/Walter J. Savitch,1
Robert Sedgewick,1
Dave Luckett,1
Peter Handke/Krishna Winston,1
Augustine of Hippo/Emilie Griffin/Mary T. Clark/Francine du Plessix Gray,1
Augustine of Hippo/Vernon J. Bourke,1
Robert F. Kennedy Jr.,1
Binjamin W. Segel/Richard S. Levy/Sergei Nilus,1
Albert Camus/Manuel de Lope,1
Albert Camus/Catherine Camus,1
Stuart M. Matlins,1
Jean-Jacques Rousseau/Donald A. Cress/Peter Gray,1
Christopher   Green/Frances Morris/Nancy Ireson/Claire Freches-Thory,1
Jean-Jacques Rousseau/Philip Stewart/Jean Vache,1
Ronald J. Faust/Roy F. Cucchiara/Denise J. Wedel/C. Thomas Wass/Stephen H. Rose/Thomas N. Spackman,1
Robert Cullen,1
Bob Cullen,1
Annie Proulx/Lew Nichols,1
Mircea Eliade/Wendy Doniger/Willard R. Trask,1
Mircea Eliade/Philip Mairet,1
Mircea Eliade/Mac L. Ricketts/Matei Călinescu,1
Mircea Eliade/Catherine Spencer,1
David J. Hassel,1
Ken Knabb,1
Chris Gray/Larry  Law,1
Sarah Dunant,1
Michael  Wood,1
Susanna Kaysen,1
Alexander Pushkin/Walter W. Arndt,1
Alexander Pushkin/Douglas R. Hofstadter,1
Alexander Pushkin/Tom Beck,1
Fyodor Dostoyevsky,1
Fyodor Dostoyevsky/Alexander Pushkin/Guillermo Suazo Pascual,1
Theo LeSieg/Dr. Seuss/Barney Tobey,1
Margaret Cho,1
Rachel Cohn,1
A.J. Jacobs,1
Mark Vonnegut/Kurt Vonnegut Jr.,1
David A. Adler/John Wallner/Alexandra Wallner,1
David Thomas Lord,1
William  James/Stephen Vicchio,1
Cornelia Funke/Paul   Howard/Oliver G. Latsch,1
Cornelia Funke,1
Cornelia Funke/Helena Ragg-Kirkby,1
Louis Menand,1
Randy Shilts/William Greider,1
Nadine Cohodas,1
Helen  Cooper,1
Geoffrey Chaucer/Brian Stone,1
Geoffrey Chaucer,1
Geoffrey Chaucer/Larry Dean Benson/F.N. Robinson,1
Geoffrey Chaucer/Theodore Morrison,1
Deloris Jordan/Kadir Nelson/Roslyn M. Jordan,1
Monique Truong,1
Abdul Rahman Munif/Peter Theroux,1
David  Allen/Tina Blythe/Gene Thompson-Grove,1
Georges Perec/Gilbert Adair,1
Georges Perec/David Bellos/Andrew Leak,1
Georges Perec/David Bellos,1
Georges Perec/John Sturrock,1
William Saroyan,1
William Saroyan/Don Freeman,1
Georges Perec,1
Boris Vian/Stanley  Chapman/Raymond Queneau/John Sturrock,1
Nikolai Gogol/Robert A. Maguire/Zlatko Crnković,1
Marcel Proust/James Grieve/Christopher Prendergast,1
Roger Shattuck,1
William C. Carter,1
Stéphane Heuet/Stanislas Brézet/Marcel Proust,1
Marcel Proust/James Grieve,1
Stéphane Heuet/Marcel Proust/Joe  Johnson,1
Gilles Deleuze/Richard Howard,1
Amy Taubin,1
Bessie Head,1
Henry James/Leo Bersani,1
Henry James/John Hollander/David Bromwich,1
Geoffrey Chaucer/David  Wright,1
Geoffrey Chaucer/Jill Mann,1
Geoffrey Chaucer/Vincent Foster Hopper,1
Émile Zola/Robin Buss/Brian  Nelson,1
Émile Zola/Ernest Alfred Vizetelly,1
Émile Zola/Henri Mitterand,1
Paul Schrader,1
Émile Zola/Robert Lethbridge/Elinor Dorday,1
Émile Zola/Douglas Parmée,1
John Lewis Gaddis,1
William Gaddis/Sven Birkerts/Joseph Tabbi,1
John      O'Brien/David Andrews/John Beer/Robert L. McLaughlin/Joy Castro,1
Ivan Turgenev/Leonard Schapiro,1
Margaret Weiss/Gabrielle Weiss/Lily Trokenberg Hechtman,1
Robert A. Weiss/Margaret A. Weiss/Karen L. Beasley,1
Denise Riley,1
Raymond Queneau/Barbara Wright/Gilbert Adair,1
Raymond Queneau,1
Raymond Queneau/Barbara Wright/Vivian Kogan,1
Robert B. Cialdini,1
Margaret Weis/Esther M. Friesner/Roger Zelazny/Bruce Holland Rogers/Robin Wayne Bailey/Janet Pack/Lawrence Schimel/Jody Lynn Nye/Janet Asimov/Lisa Mason/Jane Lindskold/Mickey Zucker Reichert/Lawrence Watt-Evans/Peter Crowther/Gary A. Braunbeck/Connie Hirsch/Tobin Larson/Kevin T. Stein,1
Margaret Weis/Tracy Hickman/Aron Eisenberg/Jean Rabe/Richard A. Knaak/Douglas Niles/Paul B. Thompson,1
Stanislav Grof/Christina Grof,1
Margaret Weis/Lizz Weis,1
Margaret Weis/Jane Lindskold/Linda Baker/Kathleen M. Massie-Ferch/Cynthia Ward/Lawrence C. Connolly/John Tigges/Kate Novak/Janet Pack/James Reasoner/Livia Reasoner/Nick O'Donohoe/Anne Yvonne Gilbert/Linda Mannheim/Nancy Springer/Gary A. Braunbeck/Jo Clayton/Robyn McGrew/Kevin T. Stein/Felicia Dale/Russell          Davis,1
Denise Little/J. Robert King/Margaret Weis/Tracy Hickman/Janet Pack/Jean Rabe,1
Margaret Weis/Tracy Hickman/Barbara Siegel/Scott Siegel/Roger E. Moore/Warren B. Smith/Nick O'Donohoe/Richard A. Knaak/Nancy Varian Berberick/Mary L. Kirchoff/Michael   Williams,1
Neal Barrett Jr./Martha Banta,1
Robert Anton Wilson/Israel Regardie,1
Robert Boyle/Michael Hunter/Edward B. Davis,1
Stephen Cox/Butch Patrick/Yvonne DeCarlo,1
Milan Kundera/Peter Kussi,1
John Baldessari/Paul Auster/Francine Prose/Peter Schjeldahl/David Byrne/Dave Eggers/David Gilbert/Tim Griffin/Andy Grundberg/John Haskell/Michael Kimmelman/Glenn O'Brien/Lynne Tillman,1
William Empson,1
Émile Zola/Andrew Moore/Ernest Alfred Vizetelly,1
Dugald A. Steer/Ernest Drake/Wayne Anderson/Helen Ward/Douglas Carrel,1
Kent R. Weeks,1
Frank P. Incropera/David P. DeWitt,1
Mike Lupica,1
Tad Williams/Hans J. Schütz,1
Cormac McCarthy/Harold Bloom,1
Harold Bloom/Amy Sickels,1
Marvin Kaye/Michael Swanwick/Orson Scott Card/Mercedes Lackey/Tanith Lee/Elizabeth Moon,1
George Saunders/Lane Smith,1
Chip Kidd,1
Stanisław Lem/Marc E. Heine,1
Evangeline Walton,1
Robert W. Strayer,1
Julian Rubinstein,1
Greg Keyes/J. Gregory Keyes,1
Elliot Aronson/Robin M. Akert/Timothy D. Wilson,1
Peter Tremayne,1
Lynda Barry,1
John Updike/Edward Gorey,1
Suetonius/Michael Grant/Robert Graves,1
Marianna Mayer/Kinuko Y. Craft,1
William  James/Bruce Kuklick,1
William  James/Gerald Eugene Myers,1
William  James,1
Deborah Blum,1
William  James/Frederick Burkhardt/Rand B. Evans/Gerald Eugene Myers,1
Will Durant/Grover Gardner,1
José Saramago/Basilio Losada,1
Niccolò Machiavelli/Rufus Goodwin/Benjamin Martinez,1
Elizabeth Hoyt,1
Edward Rutherfurd,1
Lisa Trumbauer/Emily Fiegenshuh,1
Charles Dickens/Edgar Rosenberg,1
Erasmus/Martin Luther/Philip S. Watson/E. Gordon Rupp,1
Harper Lee/Sissy Spacek,1
Jonathan Swift,1
Jonathan Swift/Jesse Gale,1
Xavier de C./Xavier de C./Joseph Rowe,1
Henry James/R.D. Gooder,1
Henry James/Myra Jehlen,1
H.G. Wells/Ursula K. Le Guin,1
Kermit L. Hall/Paul Finkelman/James W. Jr. Ely,1
Allegra Goodman,1
Kate Atkinson/Traverse Theatre,1
Isaac Bashevis Singer/Saul Bellow/Allegra Goodman,1
Kate Atkinson/Jean Bourdier,1
John Lawrence Peterson/Jacqueline Rogers/Roberta Carter Clark,1
Donna Leon,1
John  Baxter/Mel Bay,1
Christopher Schmitt,1
Roy McKie/P.D. Eastman,1
Georg Wilhelm Friedrich Hegel/Michael John Petry,1
Georg Wilhelm Friedrich Hegel/J. Sibree,1
Georg Wilhelm Friedrich Hegel/S.W. Dyde,1
Mistress Lorelei,1
Miasha,1
T.H. White/Fritz Eichenberg,1
Yunus A. Cengel,1
Robert Goddard,1
Shannon Holmes,1
Sun Tzu/Mark McNeilly,1
Seth Godin/Malcolm Gladwell,1
Clayton M. Christensen/L.J. Ganser,1
Charles Dickens/David Trotter/Charlotte Mitchell,1
Margaret Weis/Tracy Hickman/Aron Eisenberg,1
Margaret Weis/Tracy Hickman/Adam Lesh,1
Margaret Weis/Janet Pack/Bruce Holland Rogers/Nina Kiriki Hoffman/Tanya Huff/Linda P. Baker/Michelle Sagara West/Nancy Varian Berberick/Mark A. Garland/Lawrence Schimel/Donald J. Bingle/Jane Lindskold/Kristine Kathryn Rusch/Edward Carmien/Jean-François Podevin/Robyn McGrew/Carrie Channell,1
John D'Emilio,1
Stacey Szklut/Carol Stock Kranowitz/Lynn Balzer-Martin,1
Robert McCloskey/Leonard S. Marcus,1
David Wiesner,1
Nancy   Harding,1
George Crile/Christopher Lane,1
Jonathan Phillips,1
John M. Barry,1
Andrew Hussey,1
Jorge Cervantes,1
Anthony J. Cascardi,1
Miguel de Cervantes Saavedra/Lesley Lipson,1
Maria Antonia Garcés,1
Warren W. Wiersbe,1
M.J. Trow,1
Michael Azerrad,1
Rick Osborne/Kevin Miller,1
Hervé Guibert/Linda Cloverdale,1
A.M. Homes,1
J.J. Connolly,1
Norah Vincent,1
Basil Mahon,1
Diana Kendall,1
Eireann Corrigan,1
Claudia Carroll,1
Diablo Cody,1
Noire,1
Margaret Weis/Don Perrin,1
Margaret Weis/Ursula K. Le Guin/Roger Zelazny/Christopher Stasheff/Mercedes Lackey/Ray Bradbury/Andre Norton/Jack Vance/Raymond E. Feist/C.J. Cherryh/Fritz Leiber/Melanie Rawn/Marion Zimmer Bradley/Larry Niven/Zenna Henderson/Greg Bear/Orson Scott Card/Katherine Kurtz/Joe Haldeman/Robert Silverberg/F. Paul Wilson/Keith Birdsong,1
Mark Stevens/Annalyn Swan,1
Julie Sylvester/David Sylvester,1
Edward F. Edinger,1
John Carratello/Patty Carratello/Theresa Wright,1
Brian Herbert,1
Mian Mian/Andrea Lingenfelter,1
Kara/Lee Chi-Hyong,1
Kara/Jee-Hyung Lee,1
Sam Harris,1
William Poundstone/John von Neumann,1
L. Sprague de Camp,1
Charles John Cutcliffe Wright Hyne/Gary Hoppenstand/Harry Turtledove,1
Kurt Eichenwald,1
Anthony F.C. Wallace,1
Kang-Woo Lee/Lauren Na,1
Carlton Mellick III,1
Luke Davies,1
Angela Knight/Sheri Gilmore/Morgan Hawke,1
Marianne Sturman/Leo Tolstoy,1
Leo Tolstoy/Amy Mandelker/Constance Garnett,1
Leo Tolstoy/Constance Garnett/Amy Mandelker,1
Mulk Raj Anand/E.M. Forster,1
Eliot Ness/Oscar Fraley,1
Narendra Jadhav,1
V.T. Rajshekar/Y.N. Kly,1
Vasant Moon/Gail Omvedt/Eleanor Zelliot,1
Barry R. Cournoyer,1
H.G. Wells/Edward Mendelson/Patrick Parrinder,1
Timothy B. Tyson,1
José Saramago/Peter Sís/Margaret Jull Costa,1
Kahlil Gibran/جبران خليل جبران/Jihad El,1
Kahlil Gibran/جبران خليل جبران/H.M. Nahmad/Robert Hillyer,1
John Bunyan,1
Bryan Lee O'Malley,1
C.S. Lewis/Michael Hague,1
Walter Farley,1
Jeremy Leven,1
Paul       Davidson,1
Andrew M. Greeley,1
Alice   Miller/Andrew Edwin Jenkins,1
José Saramago,1
Leslie Gross Portney,1
Cory Doctorow/Bruce Sterling,1
Ron     Miller/Jules Verne/Paul   Wright,1
Hervie Haufler,1
Jack Meadows,1
Barbara Berst Adams,1
Graham Greene/John Clark Pratt,1
Nigel Findley,1
Plato/Benjamin Jowett/Pedro De Blas,1
Plato/Edith Hamilton/Huntington Cairns,1
Plato/Benjamin Jowett/Elizabeth Watson Scharffenberger,1
Graham Greene/Zadie Smith,1
Graham Greene/Monica Ali,1
Tony Judt,1
William Rodney Allen,1
Grant R. Osborne,1
Alvin L. Reid,1
Zadie Smith/David Mitchell/George Saunders/Colm Tóibín/Aleksandar Hemon/Nick Hornby/Hari Kunzru/Toby Litt/Chris Ware,1
Robert Musil/Shaun Whiteside/J.M. Coetzee,1
Daniel Defoe/J.M. Coetzee,1
J.M. Coetzee/David Attwell,1
Leonard  Orr,1
Philip Roth/Νίκος Παναγιωτόπουλος,1
H.G. Wells/John Clute,1
H.G. Wells/Barbara A. Turner,1
H.G. Wells/E.F. Bleiler,1
H.G. Wells/George Gesner,1
Vera John-Steiner,1
Helen L. Taylor,1
James Daugherty,1
Helen L. Taylor/John Bunyan,1
Diana Butler Bass,1
John D. Leonard/The New York Times,1
Robert A.M. Stern/David Fishman/Jacob Tilove,1
Kevin   Walsh,1
Eric Homberger/Alice Hudson,1
E.B. White/Garth Williams/Catherine Chaine,1
Miroslav Sasek,1
Paul Findley,1
Norman Maclean/Annie Proulx,1
Norman Maclean,1
Fred Pearce,1
Elizabeth C. Economy,1
Bodie Thoene/Brock Thoene,1
Gayden Metcalfe,1
Plato/Tom Griffith,1
Claire McNab,1
Adrian Guelke/Michael Cox/Fiona Stephen,1
Devra Davis/Mitchell Gaynor,1
Philip Levine,1
Philip Levine/Harry Ford,1
Richard Bach/H. Lee Shapiro/دل آرا قهرمان,1
Pamela F. Service,1
H.G. Wells/Gregory Claeys/Francis Wheen,1
H.G. Wells/Leon Stover,1
Dan Hitt/James Beckett III,1
Darren R. Weissman,1
Robert A. Nye,1
Michael Moorcock/Walter Simonson/Mark Reeve/John Ridgway,1
Henry James/Alan Hollinghurst/Ezra Pound,1
Mark Steyn,1
Shel Silverstein/Dennis Locorriere,1
Shel Silverstein/Daniela Gamba,1
P.C. Cast/Kristin Cast,1
Alfred D. Chandler Jr.,1
Dashiell Hammett/Steven Marcus,1
Dashiell Hammett/Vince Emery/Joe Gores,1
Dashiell Hammett/Lillian Hellman/Jeff Stone,1
Kenneth Silverman,1
Edgar Allan Poe/Gris Grimly,1
Charles  Green/Richard Ford/Pascal Quidault,1
Hesiod/Glenn W. Most,1
Wole Soyinka/Simon Gikandi,1
H.G. Wells/Patrick Parrinder/Steven McLean/Marina Warner,1
H.G. Wells/Cynthia Brantley Johnson/Benjamin Beard,1
Joseph McMoneagle,1
H.G. Wells/Melvin Burgess,1
H.G. Wells/John R. Hammond,1
Edith Wharton/Cynthia Griffin Wolff,1
Zilpha Keatley Snyder/Alton Raible,1
Kim Harrison/Lynsay Sands/Kelley Armstrong/Lori Handeland,1
Laurell K. Hamilton/Charlaine Harris/MaryJanice Davidson/Angela Knight/Vickie Taylor,1
J.D. Robb/Laurell K. Hamilton/Susan Krinard/Maggie Shayne,1
Laurell K. Hamilton/MaryJanice Davidson/Eileen Wilks/Rebecca York,1
Linda Howard,1
Robert Kirkman/Tony Moore/Charlie Adlard/Cliff Rathburn,1
Kevin Brockmeier,1
Charlotte Brontë/Margaret Smith/Sally Shuttleworth,1
Hugh Kenner,1
Sandra West Prowell,1
Michelle Sagara,1
MaryJanice Davidson/Susan Grant/P.C. Cast/Gena Showalter,1
Brian Azzarello/Marcelo Frusín,1
Maria Coffey/Thomas Hornbein,1
Ross Thomas,1
Sherry Shahan,1
Steve Hamilton,1
Dennis L. Kasper/Dan L. Longo/Stephen L. Hauser/Anthony S. Fauci/Eugene Braunwald,1
Julian Markels,1
Elizabeth A. Schultz,1
Mark Twain/Grover Gardner,1
Susan  Griffith,1
Theocritus/Kenneth James Dover,1
Karl Marx/Friedrich Engels,1
Karl Marx/Friedrich Engels/Martin Puchner,1
Karl Marx/Friedrich Engels/Samuel Moore,1
Karl Marx/Gareth Stedman Jones/Friedrich Engels,1
Philip Thody/Howard Read,1
Jean-Paul Sartre/Azzedine Haddour,1
Hazel Rowley,1
John  Compton/Charlton Heston,1
Laurell K. Hamilton/Stacie Ritchie/Jessica Ruffner/Brett Booth,1
Plato/Desmond Lee/Maria Helena da Rocha Pereira/Benjamin Jowett,1
Plato/Allan Bloom,1
Lou Marinoff,1
Plato/Seth Benardete/Allan Bloom,1
Plato/Christopher Gill,1
Plato/Hugh Tredennick/Harold Tarrant,1
James Brian Smith/Richard J. Foster,1
Slavoj Žižek/Marek Wieczorek,1
Paul Strathern,1
Plato/Aaron Shepard/Benjamin Jowett,1
Aleksandr Solzhenitsyn/Nicholas Bethell/David Burg,1
Tom Hunt,1
Julia Indichova/Christiane Northrup,1
Friedrich Reck-Malleczewen/Paul Rubens/Richard J. Evans,1
Vladimir Nabokov/David Lodge,1
Victor Hugo/Walter J. Cobb,1
Sandra Brown/Delia Mateovich,1
Laura  Jordan/Sandra Brown/Camino Estañ Requeni,1
Iyanla Vanzant,1
Karl Marx/Friedrich Engels/Gareth Stedman Jones,1
Bob Blaisdell/Karl Marx/Jean-Paul Marat/Tom Paine/Mao Zedong/Mahatma Gandhi,1
Karl Marx/Friedrich Engels/John E. Toews,1
Karl Marx/Friedrich Engels/Phil Gasper,1
Clement Greenberg/Janice Horne,1
C.S. Lewis/Lyle Wesley Dorsett/Marjorie Lamp Mead/Douglas Gresham,1
C.S. Lewis/Miguel Marias,1
Bruce L. Edwards/Diana Pavlac Glyer,1
C.S. Lewis/Geoffrey Howard/Robert Whitefield/Robert Whitfield,1
Lala Okamoto,1
Erich Fromm/T.B. Bottomore,1
Marcus Aurelius/Martin Hammond/Albert Wittstock/Diskin Clay,1
Jonathan Swift/YKids,1
Arthur Koestler/Herbert Butterfield,1
Arthur Koestler/Daphne Hardy,1
Immanuel Kant/John T. Goldthwait,1
Edmund Burke/Adam Phillips,1
Elizabeth Alexander,1
Jeremy Gilbert-Rolfe,1
Richard Klein,1
Paul Yee,1
Jan Needle/Patrick Benson/Herman Melville,1
Herman Melville/Carl F. Hovde,1
Michael J. Davey/Duncan Wu,1
Mark Shepard,1
Dan Millman/Robert D. San Souci/T. Taylor Bruce,1
Abbie Hoffman/Anita Hoffman,1
Deborah Eisenberg,1
Lennart Hellsing/Fibben Hald,1
Andrew Heintzman/Evan Solomon/Eric Schlosser,1
Eric Schlosser/Charles   Wilson,1
Jerry B. Jenkins/Tim LaHaye/Chris Fabry,1
Jerry B. Jenkins,1
Anonymous/Philip Boehm/Hans Magnus Enzensberger,1
Victor Hugo/Catherine Liu/Elizabeth McCracken,1
Stephen Rebello/Walt Disney Company,1
Rick Barba,1
Andreas Gursky/Peter Galassi,1
Mel Odom,1
Stephen Desberg/Enrico Marini,1
Bart G. Farkas,1
Jane Leslie Conly,1
Cheri Huber,1
Jorge Luis Borges/Suzanne Jill Levine/Esther Allen,1
Jorge Luis Borges/John Sturrock/Anthony Kerringan,1
Michel de Montaigne/J.M. Cohen,1
Michel de Montaigne/Donald M. Frame,1
Douglas Adams/John Lloyd,1
J.R.R. Tolkien/Humphrey Carpenter/Christopher Tolkien,1
Ruth S. Noel/J.R.R. Tolkien,1
E.V. Gordon/A.R. Taylor,1
Sarah M.  Anderson/Karen Swenson,1
Kitty Burns Florey,1
Abigail Thomas,1
Patricia B. McConnell,1
Malcolm X/George Breitman,1
James H. Cone,1
Malcolm Lowry,1
Malcolm Barber,1
Andrew Helfer/Randy DuBurke,1
Malcolm Godwin,1
Noel Malcolm,1
Maxine Hong Kingston,1
Susan Donovan,1
Anna J.,1
George H. Wood/Theodore R. Sizer,1
Rene Gutteridge,1
Evelyn Waugh/George Weigel/Amy Welborn,1
Patricia Justine Tumang/Edwidge Danticat/Jenesha de Rivera,1
Dodie Smith,1
Ernest Hemingway/Matthew J. Bruccoli,1
Tim LaHaye,1
Richard W. Bulliet/Daniel R. Headrick/David Northrup/Lyman L. Johnson/Pamela Kyle Crossley/Steven W. Hirsch/Steven Hirsch,1
Richard W. Bulliet/Pamela Kyle Crossley/Steven Hirsch,1
Elizabeth Gaskell/Angus Easson,1
Jane Austen/Charlotte Brontë/Frances Beer,1
Charlotte Brontë/Emily Brontë/Anne Brontë,1
Sarah Miller,1
Luis Vélez de Guevara,1
Robert Louis Stevenson/Diana Castellanos/Eleonora Garcia Larralde,1
Kei Kusunoki/Kaoru Ohashi,1
Chris Rowthorn/Ray Bartlett/Justin Ellis,1
Joan Sinclair/James Farrer,1
Haruko Taya Cook/Theodore F. Cook,1
Carol Adrienne/James Redfield,1
Patrick Larkin/Robert Ludlum,1
Mark Twain/Susan K. Harris,1
Charles Dickens/Nicola Bradbury/Hablot Knight Browne,1
Charles Dickens/Robert Douglas-Fairhurst,1
Charles Dickens/Stephen J. Wall/Helen Small,1
Nicholas Dawidoff/Ernest Lawrence Thayer/Jacques Barzun/Robert Frost/John Updike/Leroy Satchel Paige/Bill Veeck/Murray Kempton/Jimmy Breslin/Marianne Moore/Gay Talese/Tallulah Bankhead/Albert G. Spalding/Nelson Algren/William Carlos Williams/James Weldon Johnson/Thomas Wolfe/James Thurber/Philip Roth/Jim Bouton/Dave Frishberg/Roger Kahn/Roger Angell/Damon Runyon/George Plimpton/A. Bartlett Giamatti/Amiri Baraka/Annie Dillard/Stephen Jay Gould/Stephen King/Richard Ford/Don DeLillo/Lawrence S. Ritter/Ring Lardner/Carl Sandburg/Heywood Broun/Bernard Malamud/Red  Smith,1
Robert Ludlum/Michael  Shepherd,1
James H. Cobb/Robert Ludlum,1
Gayle Lynds/Robert Ludlum/Don Leslie,1
Karen Harper,1
Retha M. Warnicke,1
Robin Maxwell,1
Robert M. Pirsig/Dan Glover,1
Jane Green/Jennifer Coburn/Liz Ireland,1
Edwidge Danticat/Nicole Tisserand,1
Janet Evanovich/Leanne Banks,1
Orson Scott Card/Kathryn H. Kidd,1
Nicolas Tredell,1
Nir Hefez/Gadi Bloom/Mitch Ginsburg,1
Yehuda Koren/Eilat Negev,1
Claire Brennan,1
Richard Wright/Edward P. Jones,1
Adam Mansbach,1
Lori Foster/Erin McCarthy/Morgan Leigh,1
Thomas Hardy/Suzanne Keen,1
Thomas Hardy/Rosemarie Morgan/Shannon Russell,1
Isabel Miller/Emma Donoghue,1
Hugh Bicheno/Richard   Holmes,1
Henry Fielding/Doreen Roberts,1
Samuel Richardson/Sheila Ortiz Taylor,1
